_prices
2215.15000000
2213.15000000
2212.15000000
2211.15000000
2210.15000000
2208.15000000
2207.15000000
2206.15000000
2205.15000000
2159.88000000
2159.58000000
2160.00000000
2159.04000000
2158.67000000
2158.89000000
2159.02000000
2159.78000000
2160.68000000
2161.12000000
2161.34000000
2162.09000000
2161.73000000
2162.00000000
2161.46000000
2162.80000000
2162.27000000
2161.46000000
2161.21000000
2161.20000000
2160.82000000
2160.21000000
2160.53000000
2160.93000000
2161.31000000
2161.01000000
2161.11000000
2161.50000000
2161.68000000
2163.06000000
2163.06000000
2163.47000000
2163.21000000
2163.21000000
2163.28000000
2163.57000000
2163.57000000
2163.27000000
2161.61000000
2161.89000000
2161.45000000
2161.47000000
2161.00000000
2160.59000000
2160.23000000
2159.87000000
2159.61000000
2159.86000000
2160.13000000
2159.89000000
2160.13000000
2160.38000000
2160.12000000
2160.07000000
2160.57000000
2160.75000000
2171.27000000
2171.27000000
2171.29000000
2175.20000000
2175.20000000
2174.85000000
2175.05000000
2175.82000000
2176.14000000
2177.72000000
2178.10000000
2177.36000000
2177.40000000
2178.99000000
2178.31000000
2178.63000000
2179.22000000
2179.21000000
2178.58000000
2179.28000000
2180.21000000
2181.50000000
2183.43000000
2184.60000000
2185.66000000
2185.76000000
2184.39000000
2182.00000000
2180.24000000
2178.93000000
2179.37000000
2178.60000000
2177.19000000
2176.95000000
2176.63000000
2175.00000000
2174.55000000
2175.19000000
2174.19000000
2174.80000000
2173.17000000
2173.68000000
2173.01000000
2173.00000000
2173.16000000
2173.09000000
2172.00000000
2170.54000000
2171.67000000
2171.43000000
2171.27000000
2170.89000000
2170.58000000
2170.98000000
2170.68000000
2170.79000000
2171.83000000
2171.24000000
2172.77000000
2174.29000000
2174.47000000
2174.62000000
2175.97000000
2176.72000000
2176.47000000
2175.47000000
2176.80000000
2175.75000000
2174.97000000
2175.31000000
2175.06000000
2174.47000000
2174.92000000
2175.28000000
2176.97000000
2176.02000000
2175.89000000
2174.36000000
2174.85000000
2173.24000000
2175.33000000
2175.46000000
2174.72000000
2177.85000000
2178.09000000
2177.42000000
2176.10000000
2176.45000000
2177.55000000
2177.07000000
2177.53000000
2177.58000000
2178.06000000
2177.48000000
2177.18000000
2176.31000000
2175.88000000
2177.10000000
2177.20000000
2177.56000000
2178.40000000
2178.13000000
2176.74000000
2176.18000000
2175.70000000
2175.63000000
2176.39000000
2176.62000000
2176.19000000
2177.02000000
2177.42000000
2176.88000000
2176.73000000
2175.27000000
2175.31000000
2174.61000000
2174.35000000
2175.32000000
2173.93000000
2174.62000000
2174.26000000
2174.85000000
2173.53000000
2173.22000000
2173.49000000
2173.27000000
2173.72000000
2173.56000000
2173.35000000
2174.01000000
2174.01000000
2174.38000000
2174.67000000
2173.61000000
2173.93000000
2173.81000000
2173.72000000
2172.42000000
2170.89000000
2169.14000000
2168.31000000
2169.59000000
2169.87000000
2169.30000000
2169.10000000
2167.69000000
2168.56000000
2168.80000000
2170.28000000
2169.34000000
2169.69000000
2169.37000000
2168.46000000
2168.42000000
2176.62000000
2175.64000000
2176.77000000
2176.18000000
2176.94000000
2176.49000000
2177.01000000
2177.21000000
2177.87000000
2178.00000000
2178.03000000
2177.62000000
2178.75000000
2179.26000000
2178.20000000
2177.00000000
2178.82000000
2178.39000000
2179.32000000
2180.50000000
2181.51000000
2180.27000000
2180.08000000
2180.56000000
2180.79000000
2180.68000000
2182.30000000
2182.57000000
2183.42000000
2184.33000000
2182.68000000
2184.61000000
2184.38000000
2183.60000000
2184.23000000
2184.18000000
2183.42000000
2183.09000000
2183.09000000
2181.78000000
2182.70000000
2182.97000000
2182.70000000
2181.88000000
2182.02000000
2181.17000000
2180.65000000
2179.82000000
2179.42000000
2180.81000000
2180.98000000
2181.34000000
2180.45000000
2179.90000000
2179.71000000
2179.21000000
2179.20000000
2179.45000000
2179.86000000
2179.95000000
2179.62000000
2178.55000000
2178.50000000
2179.65000000
2179.96000000
2180.64000000
2181.03000000
2181.44000000
2181.44000000
2181.44000000
2180.92000000
2180.85000000
2182.35000000
2181.95000000
2183.60000000
2183.29000000
2183.57000000
2183.87000000
2183.81000000
2183.65000000
2183.96000000
2183.61000000
2183.01000000
2182.30000000
2183.04000000
2183.47000000
2183.81000000
2183.66000000
2184.33000000
2184.10000000
2184.69000000
2185.14000000
2184.85000000
2184.35000000
2184.41000000
2184.83000000
2184.57000000
2184.88000000
2185.19000000
2185.85000000
2186.12000000
2185.20000000
2183.97000000
2183.85000000
2182.54000000
2182.75000000
2182.86000000
2182.20000000
2181.66000000
2182.06000000
2181.01000000
2180.67000000
2177.37000000
2178.17000000
2178.66000000
2179.58000000
2179.60000000
2179.06000000
2179.58000000
2179.90000000
2178.62000000
2178.63000000
2178.29000000
2177.00000000
2176.64000000
2176.83000000
2176.46000000
2176.56000000
2176.52000000
2176.48000000
2175.61000000
2175.97000000
2176.51000000
2175.64000000
2175.55000000
2175.55000000
2172.77000000
2173.87000000
2174.31000000
2173.43000000
2172.54000000
2172.78000000
2174.58000000
2174.59000000
2175.00000000
2173.39000000
2173.21000000
2173.91000000
2174.00000000
2172.37000000
2173.03000000
2174.60000000
2175.02000000
2175.13000000
2175.45000000
2175.84000000
2177.51000000
2176.18000000
2176.40000000
2173.90000000
2174.19000000
2175.86000000
2177.43000000
2179.47000000
2178.48000000
2178.16000000
2177.71000000
2175.37000000
2175.53000000
2175.52000000
2175.45000000
2175.40000000
2175.39000000
2175.06000000
2175.19000000
2176.17000000
2176.22000000
2175.38000000
2175.46000000
2175.80000000
2175.63000000
2175.33000000
2175.33000000
2174.14000000
2174.00000000
2173.57000000
2173.63000000
2173.85000000
2174.54000000
2175.19000000
2175.19000000
2175.20000000
2175.52000000
2176.23000000
2176.22000000
2176.22000000
2176.12000000
2176.40000000
2176.76000000
2177.11000000
2177.43000000
2177.43000000
2178.01000000
2178.81000000
2179.35000000
2180.79000000
2181.38000000
2181.04000000
2179.27000000
2178.82000000
2178.01000000
2177.75000000
2177.59000000
2177.51000000
2177.97000000
2178.14000000
2178.05000000
2177.82000000
2177.83000000
2179.29000000
2178.56000000
2176.37000000
2176.61000000
2177.41000000
2178.99000000
2180.37000000
2180.99000000
2180.44000000
2181.22000000
2180.91000000
2181.24000000
2181.80000000
2182.41000000
2182.71000000
2182.41000000
2182.32000000
2182.41000000
2182.10000000
2181.83000000
2180.92000000
2180.01000000
2178.36000000
2177.14000000
2176.00000000
2175.01000000
2174.98000000
2174.75000000
2174.05000000
2173.12000000
2171.89000000
2171.67000000
2171.27000000
2171.99000000
2172.80000000
2173.12000000
2173.89000000
2173.01000000
2172.61000000
2171.06000000
2172.36000000
2174.01000000
2174.17000000
2173.40000000
2174.21000000
2174.65000000
2175.60000000
2176.12000000
2176.04000000
2174.25000000
2173.90000000
2174.41000000
2174.00000000
2173.94000000
2174.55000000
2174.41000000
2174.72000000
2175.39000000
2175.42000000
2176.20000000
2176.95000000
2177.13000000
2177.35000000
2177.23000000
2177.30000000
2177.89000000
2177.43000000
2176.20000000
2176.65000000
2176.93000000
2177.57000000
2177.56000000
2177.75000000
2179.03000000
2179.15000000
2179.49000000
2179.15000000
2179.15000000
2178.94000000
2178.70000000
2178.02000000
2177.73000000
2178.01000000
2177.29000000
2176.93000000
2175.82000000
2174.63000000
2174.72000000
2172.63000000
2173.64000000
2175.30000000
2177.11000000
2177.92000000
2178.01000000
2177.61000000
2178.60000000
2177.90000000
2177.91000000
2177.01000000
2176.89000000
2177.04000000
2177.60000000
2177.95000000
2177.90000000
2178.79000000
2179.24000000
2179.44000000
2178.93000000
2178.60000000
2178.47000000
2178.34000000
2178.88000000
2178.07000000
2178.07000000
2178.30000000
2177.41000000
2178.06000000
2177.75000000
2177.30000000
2177.42000000
2177.02000000
2178.96000000
2180.31000000
2180.57000000
2182.01000000
2180.81000000
2179.05000000
2177.85000000
2177.88000000
2178.33000000
2182.41000000
2182.65000000
2182.72000000
2183.28000000
2181.82000000
2182.94000000
2182.91000000
2182.33000000
2183.88000000
2182.75000000
2182.26000000
2183.42000000
2182.53000000
2182.88000000
2182.83000000
2182.41000000
2181.41000000
2180.79000000
2181.30000000
2179.99000000
2183.54000000
2185.47000000
2185.16000000
2184.88000000
2182.93000000
2184.22000000
2183.55000000
2182.37000000
2180.18000000
2179.62000000
2179.55000000
2179.87000000
2180.80000000
2180.09000000
2179.01000000
2178.94000000
2180.43000000
2180.30000000
2181.30000000
2181.80000000
2180.28000000
2179.28000000
2181.03000000
2180.58000000
2180.51000000
2180.50000000
2181.87000000
2182.03000000
2183.55000000
2184.80000000
2185.00000000
2187.80000000
2187.26000000
2188.04000000
2187.41000000
2186.11000000
2185.37000000
2184.87000000
2184.60000000
2184.56000000
2184.29000000
2186.19000000
2187.16000000
2188.00000000
2188.79000000
2188.46000000
2190.67000000
2190.00000000
2188.62000000
2188.62000000
2188.55000000
2188.26000000
2187.45000000
2187.31000000
2185.97000000
2186.57000000
2186.12000000
2185.94000000
2187.27000000
2188.41000000
2188.21000000
2186.82000000
2186.58000000
2186.55000000
2186.56000000
2186.55000000
2185.84000000
2184.99000000
2184.76000000
2184.74000000
2184.58000000
2184.58000000
2184.27000000
2184.27000000
2183.94000000
2184.67000000
2184.96000000
2184.57000000
2185.12000000
